---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| localite                                                               | departement                                                          | region                                                                  |
| "Bourges"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Cher"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Saint-Brieuc"^^<http://www.w3.org/2001/XMLSchema#string>              | "Côtes-d'Armor"^^<http://www.w3.org/2001/XMLSchema#string>           | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Périgueux"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Dordogne"^^<http://www.w3.org/2001/XMLSchema#string>                | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Blagnac"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Haute-Garonne"^^<http://www.w3.org/2001/XMLSchema#string>           | "Midi-Pyrénées"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Bordeaux"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Bouscat"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Saint-Malo"^^<http://www.w3.org/2001/XMLSchema#string>                | "Ille-et-Vilaine"^^<http://www.w3.org/2001/XMLSchema#string>         | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Châteauroux"^^<http://www.w3.org/2001/XMLSchema#string>               | "Indre"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Tours"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Indre-et-Loire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Vienne"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Isère"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Orvault"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Loire-Atlantique"^^<http://www.w3.org/2001/XMLSchema#string>        | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Saint-Nazaire"^^<http://www.w3.org/2001/XMLSchema#string>             | "Loire-Atlantique"^^<http://www.w3.org/2001/XMLSchema#string>        | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Olivet"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Loiret"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Saint-Dizier"^^<http://www.w3.org/2001/XMLSchema#string>              | "Haute-Marne"^^<http://www.w3.org/2001/XMLSchema#string>             | "Champagne-Ardenne"^^<http://www.w3.org/2001/XMLSchema#string>          |
| "Lunéville"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Meurthe-et-Moselle"^^<http://www.w3.org/2001/XMLSchema#string>      | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Nancy"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Meurthe-et-Moselle"^^<http://www.w3.org/2001/XMLSchema#string>      | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Cambrai"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Douai"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Maubeuge"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Wattrelos"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Beauvais"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Oise"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Picardie"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Perpignan"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Pyrénées-Orientales"^^<http://www.w3.org/2001/XMLSchema#string>     | "Languedoc-Roussillon"^^<http://www.w3.org/2001/XMLSchema#string>       |
| "Haguenau"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Bas-Rhin"^^<http://www.w3.org/2001/XMLSchema#string>                | "Alsace"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Sainte-Foy-lès-Lyon"^^<http://www.w3.org/2001/XMLSchema#string>       | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Villefranche-sur-Saône"^^<http://www.w3.org/2001/XMLSchema#string>    | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Décines-Charpieu"^^<http://www.w3.org/2001/XMLSchema#string>          | "Rhône"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Dammarie-les-Lys"^^<http://www.w3.org/2001/XMLSchema#string>          | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villeparisis"^^<http://www.w3.org/2001/XMLSchema#string>              | "Seine-et-Marne"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Chesnay"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Maisons-Laffitte"^^<http://www.w3.org/2001/XMLSchema#string>          | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Amiens"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Somme"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Picardie"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Castres"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Tarn"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Midi-Pyrénées"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Draguignan"^^<http://www.w3.org/2001/XMLSchema#string>                | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Fréjus"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Garde"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Toulon"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Var"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Avignon"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Vaucluse"^^<http://www.w3.org/2001/XMLSchema#string>                | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Épinal"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Vosges"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Saint-Dié-des-Vosges"^^<http://www.w3.org/2001/XMLSchema#string>      | "Vosges"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Auxerre"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Yonne"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Bourgogne"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Belfort"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Territoire de Belfort"^^<http://www.w3.org/2001/XMLSchema#string>   | "Franche-Comté"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Étampes"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Asnières-sur-Seine"^^<http://www.w3.org/2001/XMLSchema#string>        | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Châtenay-Malabry"^^<http://www.w3.org/2001/XMLSchema#string>          | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Clichy"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Bagnolet"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Épinay-sur-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Gagny"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Neuilly-sur-Marne"^^<http://www.w3.org/2001/XMLSchema#string>         | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Pavillons-sous-Bois"^^<http://www.w3.org/2001/XMLSchema#string>       | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Rosny-sous-Bois"^^<http://www.w3.org/2001/XMLSchema#string>           | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>               | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Ivry-sur-Seine"^^<http://www.w3.org/2001/XMLSchema#string>            | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Kremlin-Bicêtre"^^<http://www.w3.org/2001/XMLSchema#string>           | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villiers-sur-Marne"^^<http://www.w3.org/2001/XMLSchema#string>        | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Vincennes"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Vitry-sur-Seine"^^<http://www.w3.org/2001/XMLSchema#string>           | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Franconville"^^<http://www.w3.org/2001/XMLSchema#string>              | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Herblay"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Gosier"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Guadeloupe"^^<http://www.w3.org/2001/XMLSchema#string>              | "Guadeloupe"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Fort-de-France"^^<http://www.w3.org/2001/XMLSchema#string>            | "Martinique"^^<http://www.w3.org/2001/XMLSchema#string>              | "Martinique"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Sainte-Marie"^^<http://www.w3.org/2001/XMLSchema#string>              | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>              | "La Réunion"^^<http://www.w3.org/2001/XMLSchema#string>                 |
| "Manosque"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Alpes-de-Haute-Provence"^^<http://www.w3.org/2001/XMLSchema#string> | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Vallauris"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Alpes-Maritimes"^^<http://www.w3.org/2001/XMLSchema#string>         | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Marignane"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Bouches-du-Rhône"^^<http://www.w3.org/2001/XMLSchema#string>        | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Aurillac"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Cantal"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Auvergne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Rochelle"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Charente-Maritime"^^<http://www.w3.org/2001/XMLSchema#string>       | "Poitou-Charentes"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Vierzon"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Cher"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Montélimar"^^<http://www.w3.org/2001/XMLSchema#string>                | "Drôme"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Vernon"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Eure"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Haute-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Chartres"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Eure-et-Loir"^^<http://www.w3.org/2001/XMLSchema#string>            | "Centre"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Ajaccio"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Corse-du-Sud"^^<http://www.w3.org/2001/XMLSchema#string>            | "Corse"^^<http://www.w3.org/2001/XMLSchema#string>                      |
| "Nîmes"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Gard"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Languedoc-Roussillon"^^<http://www.w3.org/2001/XMLSchema#string>       |
| "Auch"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Gers"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Midi-Pyrénées"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Mérignac"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Talence"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Bourgoin-Jallieu"^^<http://www.w3.org/2001/XMLSchema#string>          | "Isère"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Grenoble"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Isère"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Saint-Chamond"^^<http://www.w3.org/2001/XMLSchema#string>             | "Loire"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Vertou"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Loire-Atlantique"^^<http://www.w3.org/2001/XMLSchema#string>        | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Cholet"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Maine-et-Loire"^^<http://www.w3.org/2001/XMLSchema#string>          | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Cherbourg-Octeville"^^<http://www.w3.org/2001/XMLSchema#string>       | "Manche"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Basse-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Épernay"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Marne"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Champagne-Ardenne"^^<http://www.w3.org/2001/XMLSchema#string>          |
| "Metz"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Moselle"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Dunkerque"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Hazebrouck"^^<http://www.w3.org/2001/XMLSchema#string>                | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Lambersart"^^<http://www.w3.org/2001/XMLSchema#string>                | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Calais"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>           | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
| "Schiltigheim"^^<http://www.w3.org/2001/XMLSchema#string>              | "Bas-Rhin"^^<http://www.w3.org/2001/XMLSchema#string>                | "Alsace"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Strasbourg"^^<http://www.w3.org/2001/XMLSchema#string>                | "Bas-Rhin"^^<http://www.w3.org/2001/XMLSchema#string>                | "Alsace"^^<http://www.w3.org/2001/XMLSchema#string>                     |
| "Mans"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Sarthe"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Annecy"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Haute-Savoie"^^<http://www.w3.org/2001/XMLSchema#string>            | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Mont-Saint-Aignan"^^<http://www.w3.org/2001/XMLSchema#string>         | "Seine-Maritime"^^<http://www.w3.org/2001/XMLSchema#string>          | "Haute-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Saint-Étienne-du-Rouvray"^^<http://www.w3.org/2001/XMLSchema#string>  | "Seine-Maritime"^^<http://www.w3.org/2001/XMLSchema#string>          | "Haute-Normandie"^^<http://www.w3.org/2001/XMLSchema#string>            |
| "Saint-Germain-en-Laye"^^<http://www.w3.org/2001/XMLSchema#string>     | "Yvelines"^^<http://www.w3.org/2001/XMLSchema#string>                | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Roche-sur-Yon"^^<http://www.w3.org/2001/XMLSchema#string>             | "Vendée"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Pays de la Loire"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Poitiers"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Vienne"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Poitou-Charentes"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Athis-Mons"^^<http://www.w3.org/2001/XMLSchema#string>                | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Évry"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Massy"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Ris-Orangis"^^<http://www.w3.org/2001/XMLSchema#string>               | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Saint-Michel-sur-Orge"^^<http://www.w3.org/2001/XMLSchema#string>     | "Essonne"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Clamart"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Hauts-de-Seine"^^<http://www.w3.org/2001/XMLSchema#string>          | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Lilas"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Livry-Gargan"^^<http://www.w3.org/2001/XMLSchema#string>              | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Saint-Ouen"^^<http://www.w3.org/2001/XMLSchema#string>                | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villepinte"^^<http://www.w3.org/2001/XMLSchema#string>                | "Seine-Saint-Denis"^^<http://www.w3.org/2001/XMLSchema#string>       | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Charenton-le-Pont"^^<http://www.w3.org/2001/XMLSchema#string>         | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Fontenay-sous-Bois"^^<http://www.w3.org/2001/XMLSchema#string>        | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Thiais"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Villejuif"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Val-de-Marne"^^<http://www.w3.org/2001/XMLSchema#string>            | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Pontoise"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Val-d'Oise"^^<http://www.w3.org/2001/XMLSchema#string>              | "Île-de-France"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Bourg-en-Bresse"^^<http://www.w3.org/2001/XMLSchema#string>           | "Ain"^^<http://www.w3.org/2001/XMLSchema#string>                     | "Rhône-Alpes"^^<http://www.w3.org/2001/XMLSchema#string>                |
| "Narbonne"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Aude"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Languedoc-Roussillon"^^<http://www.w3.org/2001/XMLSchema#string>       |
| "Istres"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Bouches-du-Rhône"^^<http://www.w3.org/2001/XMLSchema#string>        | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Salon-de-Provence"^^<http://www.w3.org/2001/XMLSchema#string>         | "Bouches-du-Rhône"^^<http://www.w3.org/2001/XMLSchema#string>        | "Provence-Alpes-Côte d'Azur"^^<http://www.w3.org/2001/XMLSchema#string> |
| "Angoulême"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Charente"^^<http://www.w3.org/2001/XMLSchema#string>                | "Poitou-Charentes"^^<http://www.w3.org/2001/XMLSchema#string>           |
| "Brive-la-Gaillarde"^^<http://www.w3.org/2001/XMLSchema#string>        | "Corrèze"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Limousin"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Besançon"^^<http://www.w3.org/2001/XMLSchema#string>                  | "Doubs"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Franche-Comté"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Quimper"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Finistère"^^<http://www.w3.org/2001/XMLSchema#string>               | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Bègles"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Teste-de-Buch"^^<http://www.w3.org/2001/XMLSchema#string>             | "Gironde"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Aquitaine"^^<http://www.w3.org/2001/XMLSchema#string>                  |
| "Dole"^^<http://www.w3.org/2001/XMLSchema#string>                      | "Jura"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Franche-Comté"^^<http://www.w3.org/2001/XMLSchema#string>              |
| "Lorient"^^<http://www.w3.org/2001/XMLSchema#string>                   | "Morbihan"^^<http://www.w3.org/2001/XMLSchema#string>                | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Vannes"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Morbihan"^^<http://www.w3.org/2001/XMLSchema#string>                | "Bretagne"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Montigny-lès-Metz"^^<http://www.w3.org/2001/XMLSchema#string>         | "Moselle"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Sarreguemines"^^<http://www.w3.org/2001/XMLSchema#string>             | "Moselle"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Thionville"^^<http://www.w3.org/2001/XMLSchema#string>                | "Moselle"^^<http://www.w3.org/2001/XMLSchema#string>                 | "Lorraine"^^<http://www.w3.org/2001/XMLSchema#string>                   |
| "Marcq-en-Barul"^^<http://www.w3.org/2001/XMLSchema#string>           | "Nord"^^<http://www.w3.org/2001/XMLSchema#string>                    | "Nord-Pas-de-Calais"^^<http://www.w3.org/2001/XMLSchema#string>         |
